"","orgao","objeto","fornecedor","valor"
"10269","SERVIÇOS","Implantação e manutenção de um Telecentro Comunitário.","UNIÃO DE NÚCLEOS, ASSOCIAÇÕES DOS MORADORES DE HEL",18720
"10270","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","ABRIGO PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","COR",1378432.08
"10271","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","SP- INTERSEG SISTEMAS DE SEGURANÇA LTDA",358241.28
"10272","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","ALSA FORT SEGURANÇA LTDA",999413.58
"10273","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","GOCIL SERVIÇOS DE VIGILÂNCIA E SEGURANÇA LTDA",1221755.28
"10274","DIREITOS HUMANOS E CIDADANIA","Secretaria Municipal de Direitos Humanos e Cidadania - Termo de Convênio – Projeto “Respeitar é preciso! Educação em Direitos Humanos na Rede Municipal de Educação” – Instituto Vladimir Herzog.","INSTITUTO VLADIMIR HERZOG",997960
"10275","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","POWER – SEGURANÇA E VIGILANCIA LTDA",1218467.4
"10276","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","VANGUARDA SEGURANÇA E VIGILANCIA LTDA",122706.28
"10277","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação de Serviços Técnicos Especializados de Tecnologia da Informação para a sustentação e melhoria do Portal da Transparência - Dispensa de procedimento licitatório – Art.24, incisos VIII e  XVI da lei Federal nº 8.666/93 e suas alterações.","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E  COMUNICAÇÃO",3080393.04
"10278","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação  de serviços  de melhoria e sustentação de TIC nos Sistemas de Informação e Sustentação nos Serviços de Rede e Conectividade, Data Center e Treinamento, constantes da proposta PC-SEMPLA-111202-138, prestados por entidade que integra a Administração","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E  COMUNICAÇÃO",9187063.08
"10279","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","SUPORTE SERVIÇOS DE SEGURANÇA LTDA",1143653.88
"10280","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação  de prestação de serviços de Gerenciamento de Links de comunicação, constantes da proposta PC-SEMPLA-111205-140, prestados por entidade que integra a Administração.","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E  COMUNICAÇÃO",6996373.61
"10281","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação  de Serviços Técnicos Especializados de Tecnologia da Informação – prestação de serviços  técnicos especializados de tecnologia da informação, comunicação e consultoria para diversas Secretarias Municipais","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E  COMUNICAÇÃO",1665450.61
"10282","EDUCAÇÃO","CONTRATAÇÃO DE  EMPRESA  PARA PRESTAÇÃO DE  SERVIÇOS DE  SEGURANÇA E VIGILÂNCIA PARA 15 CEUS","EMPRESA NACIONAL DE SEGURANÇA LTDA",1861817.22
"10283","PLANEJAMENTO, ORÇAMENTO E GESTÃO","Contratação  de Serviços Técnicos Especializados de Tecnologia da Informação - consultorias e serviços técnicos especializados de tecnologia da informação, comunicação e consultoria e sustentação de sistemas de informação e infraestrutura corporativa de TIC","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E  COMUNICAÇÃO",46924332.04
"10284","SAÚDE","Desenvolvimento do Programa Municipal de saúde mental, Álcool e Drogas de São Paulo, através da manutenção, implementação e implantação dos Centros de Atenção Psicossocial – CAPS, para acompanhamento de crianças, adolescentes e adultos com transtornos mentais decorrentes do uso e abuso de álcool e outras drogas","CONGREGAÇÃO IRMÃS HOSPITAL. SAGRADO CORAÇÃO JESUS",9369082.14
"10285","SAÚDE","Pograma de Moradias Assistidas, anteriormente coordenados pela extinta Secretaria de Participação e Parceria, tratado atualmente como Residência Terapêutica.","CONGREGAÇÃO IRMÃS HOSPITAL. SAGRADO CORAÇÃO JESUS",686572.68
"10286","INFRA-ESTRUTURA URBANA E OBRAS","REGISTRO DE PREÇOS PARA PRESTAÇÃO DE SERVIÇOS DE ELABORAÇÃO DE PLANTAS EXPROPRIATÓRIAS, REGISTRO CADASTRAL E AVALIAÇÃO PARA FINS DE DESAPROPRIAÇÃO DE IMÓVEIS DE INTERESSE DA PREFEITURA DO MUNICÍPIO DE SÃO PAULO.","GAB ENGENHARIA LTDA.",24045.84
"10287","SAÚDE","Implementação do CAPS Infantil II Cidade Líder – Região de Itaquera","CASA DE SAÚDE SANTA MARCELINA",2440513.74
"10288","INFRA-ESTRUTURA URBANA E OBRAS","REGISTRO DE PREÇOS PARA PRESTAÇÃO DE SERVIÇOS DE ELABORAÇÃO DE PLANTAS EXPROPRIATÓRIAS, REGISTRO CADASTRAL E AVALIAÇÃO PARA FINS DE DESAPROPRIAÇÃO DE IMÓVEIS DE INTERESSE DA PREFEITURA DO MUNICÍPIO DE SÃO PAULO.","GAB  ENGENHARIA  LTDA.",31439.52
"10289","SAÚDE","Desenvolvimento do Programa Terapêutico na modalidade de Residência Terapêutica, visando o fortalecimento da rede de atenção a saúde mental","CONGREGAÇÃO IRMÃS HOSPITAL. SAGRADO CORAÇÃO JESUS",1508468.04
"10290","SAÚDE","Convênio, com a Congregação das Irmãs Hospitaleiras do Sagrado Coração de Jesus, relativamente às atividades da AMA Boracea","CONGREGAÇÃO IRMÃS HOSPITAL. SAGRADO CORAÇÃO JESUS",1870037.68
"10291","SAÚDE","Atividades das Assistências Médicas Ambulatoriais - AMA.","CASA DE SAÚDE SANTA MARCELINA",21810274.92
"10292","INFRA-ESTRUTURA URBANA E OBRAS","REGISTRO DE PREÇOS PARA PRESTAÇÃO DE SERVIÇOS DE ELABORAÇÃO DE PLANTAS EXPROPRIATÓRIAS, REGISTRO CADASTRAL E AVALIAÇÃO PARA FINS DE DESAPROPRIAÇÃO DE IMÓVEIS DE INTERESSE DA PREFEITURA DO MUNICÍPIO DE SÃO PAULO.","GAB  ENGNEHARIA  LTDA.",2576528.64
"10293","INFRA-ESTRUTURA URBANA E OBRAS","Execução de serviços e obras para construção da EMEF DO SETOR 8407, situada na Estrada Dom João Nery - SP/IT.","B&B ENGENHARIA E CONSTRUÇÇOES LTDA.",3737563.39
"10294","SÃO PAULO URBANISMO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAR SERVIÇOS DE LOCAÇÃO DE ATÉ 06 VEÍCULOS DE REPRESENTAÇÃO, COM MOTORISTA, SEM COMBUSTÍVEL, PARA TRANSPORTE DE PASSAGEIROS DENTRO DAS ATIVIDADES DESENVOLVIDAS PELA EMURB.","TRANSFUNC - TRANSPORTES E CONSTRUÇÕES LTDA - EPP",986400
"10295","SÃO PAULO URBANISMO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE GERENCIAMENTO, ARMAZENAGEM E GUARDA DE ARQUIVOS PERMANENTE E ATIVO, PARA ABRIGO DOS DOCUMENTOS DA SÃO PAULO URBANISMO – SP-URBANISMO, INCLUINDO O TRANSPORTE, CONSULTA E MANIPULAÇÃO, ARMAZENAGEM E GUARDA EM LOCAL PRÓPRIO.","ARK TEC GUARDA DE DOCUMENTOS LTDA",55734
"10296","COMPANHIA METROPOLITANA DE HABITAÇÃO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DE OBRAS DE REFORMA, COM REQUALIFICAÇÃO DE USO DO EDIFÍCIO LOCALIZADO NA AVENIDA SÃO JOÃO Nºs 605/613/617 - CENTRO – SUBPREFEITURA SÉ – DISTRITO REPÚBLICA – MUNICÍPIO DE SÃO PAULO – CAPITAL, nos termos das especificações e Anexos que integram o Edital.","Engetal Engenharia e Construções Ltda",NA
"10297","COMPANHIA METROPOLITANA DE HABITAÇÃO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE ENGENHARIA PARA EXECUÇÃO DE OBRAS DE REFORMA, COM REQUALIFICAÇÃO DE USO DO EDIFÍCIO LOCALIZADO NA RUA ASDRÚBAL DO NASCIMENTO Nº 268 - CENTRO – SUBPREFEITURA SÉ – DISTRITO REPÚBLICA – MUNICÍPIO DE SÃO PAULO – CAPITAL, nos termos das especificações e Anexos que integram o Edital.","AJM Sociedade Construtora Ltda",NA
"10298","CÂMARA MUNICIPAL","Contratação de empresa para prestação de serviços de seguro de OBRAS DE ARTE, conforme condições e descrições constantes do Anexo I – Termo de Referência – Especificações Técnicas, parte integrante deste Edital.","ACE SEGURADORA S.A",72000
"10299","CÂMARA MUNICIPAL","Estabelecer a cooperação técnico-cientifíca, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional.","ASSOCIAÇÃO BRASILEIRA DE ESCOLAS DO LEGISLATIVO E",NA
"10300","AUTORIDADE MUNICIPAL DE LIMPEZA URBANA","Adesão a ata de registro de preços para locação, instalação e manutenção de aparelhos purificadores de água","BRASFILTER INDUSTRIA E COMERCIO LTDA.",4920
"10301","COORDENAÇÃO DAS SUBPREFEITURAS","Contratação de empresa especializada na Locação de veículos sem motorista, quilometragem livre e Locação de veículos com motorista e combustível para uso da Secretaria Municipal de Coordenação das Subprefeituras.","PLENA TERCEIRIZAÇÃO DE SERVIÇOS LTDA",245988
"10302","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","CONTRATAÇÃO DE SOCIEDADE DE OPERAÇÕES EM SEGURO DE VIDA EM GRUPO","ZURICH MINAS BRASIL SEGUROS S.A.",770525.01
"10303","COORDENAÇÃO DAS SUBPREFEITURAS","Contratação de empresa especializada na Locação de veículos sem motorista, quilometragem livre e Locação de veículos com motorista e combustível para uso da Secretaria Municipal de Coordenação das Subprefeituras.","BRUNA LILIANE CARDOSO DANTAS FONSECA LOCAÇÃO",681264
"10304","COORDENAÇÃO DAS SUBPREFEITURAS","Contratação de empresa especializada na Locação de veículos sem motorista, quilometragem livre e Locação de veículos com motorista e combustível para uso da Secretaria Municipal de Coordenação das Subprefeituras.","SOLUÇÕES SERVIÇOS TERCEIRIZADOS - EIRELI",2692800
"10305","EMPRESA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO","PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS PARA O MAPEAMENTO GEOESPACIAL E A QUANTIFICAÇÃO ESTIMADA DAS ÁRVORES NO SISTEMA VIÁRIO DO MUNICÍPIO DE SÃO PAULO","SENOGRAFIA DESENVOLVIMENTO E SOLUÇÕES – EIRELI-ME",750000
"10306","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","CENTRO ESPÍRITA IRMÃ NICE",1399297.44
"10307","TRIBUNAL DE CONTAS","Aquisição de Solução de Firewall DPI (Deep Packet Inspecion)","OS&T COMÉRCIO E CONSULTORIA DE INFORMÁTICA LTDA.",189300
"10308","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","serviço de acolhimento institucional para crianças e adolescentes na faixa etaria de 0 a 17 anos e onze meses","MAESP",1266638.16
"10309","VERDE E MEIO AMBIENTE","Prestação de serviços de segurança e vigilância patrimonial desarmada para os Parques Municipais do Grupo Leste: Benemérito Brás, Ciência, Consciência Negra e Linear Mongaguá da Secretaria Municipal do Verde e do Meio Ambiente, de acordo com o Termo de Referência (ANEXO II) do edital.","ATLÂNTICO SUL SEGURANÇA E VIGILÂNCIA - EIRELI",458562.27
"10310","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para crianças e adolescentes","MAIS",1292819.52
"10311","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","MOVIMENTO DE APOIO E INTEGRAÇÃO SOCIAL",1292819.52
"10312","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Convivência e Fortalecimento de Vínculos – Modalidade: Centro para Juventude – SCFV-CJ","CENTRO DE ORIENTAÇÃO Á FAMILIA COR",665884.8
"10313","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Convivência e Fortalecimento de Vínculos - SCFV – Modalidade: Centro para Juventude – CJ","CENTRO COMUNITÁRIO N.S. A CJ EUCALIPTOS",631352.88
"10314","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-MODALIDADE: CENTRO PARA CRIANÇAS E ADOLESCENTES","CENTRO SOCIAL N.S.DO BOM PARTO",727782.72
"10315","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Convivência e Fortalecimento de Vínculos/Núcleo de Convivência de Idoso","ASS.COMUN.E BENEF.PE.JOSÉ AUGUSTO MM",325592.16
"10316","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Convivência e Fortalecimento de Vínculos / Núcleo de Convivência de Idoso","ASS.COMUNITARIA E BENEF. PE.JOSE AUGUSTO MM",325592.16
"10317","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Centro de Acolhida as Pessoas em Situação de Rua","APOIO",1898091.84
"10318","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","ESPAÇO DE CONVIVENCIA PARA CRIANÇAS E ADOLESCENTES","ASS.DE APOIO AO PROJETO QUIXOTE",1452998.4
"10319","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Centro de Acolhida para adultos I por 16 horas","APOIO",896907.6
"10320","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ASSISTENCIA A FAMILIA E PROTEÇÃO SOCIAL BASICA NO DOMICILIO","PROCEDU",1250033.12
"10321","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","CENTRO PARA CRIANÇAS DE 06 ANOS A 11 ANOS E 11 MESES E CENTRO PARA ADOLESCENTES DE 12 ANOS A 14 ANOS E 11 MESES","CARITAS DIOCESANA DE CAMPO LIMPO",1950968.4
"10322","INFRA-ESTRUTURA URBANA E OBRAS","Contratação da EMURB para a contratação de empresas especializadas em  intervenções viárias","SÃO PAULO OBRAS -SP OBRRAS.",21519000
"10323","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional Para Crianças E Adolescentes Na Faixa Etária de 0 A 17 anos E 11 meses","INSTITUTO  VIVA MELHOR",65640.99
"10324","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para Crianças e Adolescentes","INSTITUTO VIVA MELHOR",1539383.76
"10325","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","ABRIGO PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE ZERO A DEZESSETE ANOS E ONZE MESES","OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO",1502742.96
"10326","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","CENTRO PARA CRIANÇA DE 06 ANOS A 11 ANOS E ONZE MESES E CENTRO PARA ADOLESCENTES DE 12 ANOS A 14 ANOS E ONZE MESES","ASS.DOS MORADORES DE VILA ARCO IRIS",891002.16
"10327","PLANEJAMENTO, ORÇAMENTO E GESTÃO","papel higiênico","COMERCIAL AMÉRICA PROD LIMP LTDA EPP",2035905.6
"10328","EDUCAÇÃO","celebração de convênio – Creche Perseverança","SERVIÇO SOCIAL PERSEVERANÇA",3566669
"10329","EDUCAÇÃO","Celebração de Convênio","ASSOCIAÇÃO CENTRO SOCIAL BROOKLIN PAULISTA",2404512.5
"10330","EDUCAÇÃO","Celebração de convênio","ASSOCIAÇÃO BENEFICENTE DE MÃES ORDEM E PROGRESSO",1789997.5
"10331","EDUCAÇÃO","Celebração de convênio","ASSOCIAÇÃO PELO DESENVOLVIMENTO EDUCACIONAL E PROF",2548097.5
"10332","EDUCAÇÃO","Celebração de Convênio","MDLD – AMIGOS UNIDOS VENCEREMOS",2567063.52
"10333","EDUCAÇÃO","Convênio- Associação Comunitária e Beneficente Padre José Augusto Machado Moreira","ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE PADRE JOSÉ AU",4472827.5
"10334","SÃO PAULO OBRAS","CONTRATAÇÃO DE EMPRESAS PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA PARA APOIO ÀS ATIVIDADES DE GERENCIAMENTO DAS OBRAS E SERVIÇOS EXECUTADOS PELA EMURB, INCLUINDO A DISPONIBILIZAÇÃO DE EQUIPAMENTOS E VEÍCULOS, PARA EXECUÇÃO DAS INTERVENÇÕES RELACIONADAS À OPERAÇÃO URBANA CONSORCIADA ÁGUA ESPRAIADA.","CONSÓRCIO SPME -  PRI/MAUBERTEC/EGYPT",17077164
"10335","SÃO PAULO OBRAS","CONTRATAÇÃO DE EMPRESAS PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA PARA APOIO ÀS ATIVIDADES DE FISCALIZAÇÃO, SUPERVISÃO E CONTROLE TECNOLÓGICO DAS OBRAS E SERVIÇOS EXECUTADOS PELA EMURB, INCLUINDO A DISPONIBILIZAÇÃO DE EQUIPAMENTOS E VEÍCULOS, PARA A EXECUÇÃO DAS INTERVENÇÕES RELACIONADAS À OPERAÇÃO URBANA CONSORCIADA ÁGUA ESPRAIADA.","CONSÓRCIO ÁGUA ESPRAIADA EDJ (ENGEVIX/DUCTOR/JBA)",8068306.32
"10336","FUNDACAO THEATRO MUNICIPAL","Contratação de empresa especializada na prestação de serviços de fisioterapia destinada aos bailarinos profissionais do BCSP.","Reactive Reabilitação Funcional e Estética Ltda",72600
"10337","SAÚDE","Execução de serviços médico-hospitalares e ambulatoriais a serem realizados nos Hospitais Santo Antonio e São Joaquim, neste município.","Real e Benemérita Associação Portuguesa de Benefic",17840929.44
"10338","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Contratação de empresa especializada em serviços de limpeza, asseio e conservação predial para atendimento nos seguintes equipamentos de SMADS: LOTE 1: CAS/NORTE, LOTE 2: CAS/SUDESTE, LOTE 3: CAS/SUL, LOTE 4: CAS/CENTRO OESTE, LOTE 5: CAS/LESTE e LOTE 6: SMADS – GABINETE/COMAS/GESTÃO DE BENEFÍCIOS/SUPERVISÃO DE EVENTOS FUNCIONAIS/ALMOXARIFADO/CAPE","Lyncra Limpeza e Serv. Gerais Ltda.",106297.83
"10339","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Atento São Paulo de Segurança Patrimonial LTDA","Atento S.Paulo Serviços de Segurança Patrimonial L",NA
"10340","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para Crianças e Adolescentes na faixa etária de 0 a 17 anos e 11 meses","FUNDAÇÃO FRANCISCO FRANCO",1266638.16
"10341","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-MODALIDADE: CENTRO PARA CRIANÇAS E ADOLESCENTES","FUNDAÇÃO FRANCISCA FRANCO",1266638.16
"10342","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço Especializado de Abordagem Social às Pessoas em Situação de Rua","SAEC",2773152.96
"10343","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Centro de Referência e Defesa da Diversidade","GRUPO PELA VALORIZAÇÃO INTEGRAÇÃO E DIGNIDADE DO D",1946901.2
"10344","SAÚDE","contratação de empresa especializada na prestação de serviços de: Gestão de fluxo de medicamentos e correlatos e de operação de logística em almoxarifado, para recebimento, conferência, armazenagem, controle de estoque, inventários periódicos, triagem de pedidos, separação, fracionamento de medicamentos, embalagem, expedição, distribuição de insumos farmacêuticos e controlados, materiais médico hospitalares e correlatos, materiais odontológicos, insumos necessários à aplicação de imunobiológicos, alimentos, saneantes, cosméticos e produtos de higiene e demais bens de consumo assistenciais na área da saúde, de posse ou propriedade da Secretaria Municipal da Saúde do Município de São Paulo – SMS, bem como a gestão de solução de automação nos pontos de consumo que contemplem a solicitação de reposição, para a Secretaria Municipal da Saúde.","CONSÓRCIO SAÚDE LOG",3.9e+07
"10345","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","FUNDAÇÃO FRANCISCA FRANCO",1496963.84
"10346","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES","LAR BATISTA DE CRIANÇAS",1307665.44
"10347","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES","LAR BATISTA DE CRIANÇAS",1311622.8
"10348","HABITAÇÃO","“Serviços técnicos profissionais especializados de consultoria, assessoria, gerenciamento, monitoramento e execução de atividades inerentes ao processo de regularização fundiária de empreendimentos e assentamentos precários inseridos nos programas da Secretaria Municipal de Habitação – SEHAB, no âmbito da Coordenadoria de Habitação, bem como o suporte de bens, serviços e materiais de apoio necessários a sua execução","NÚCLEO ENGENHARIA CONSULTIVA S/A",22900253.42
"10349","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para Crianças e Adolescentes na faixa etária de 0 a 17 anos e onze meses","INSTITUTO EM DEFSA DA CIDADANIA 3º MILENIO",1573733.04
"10350","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para crianças e adolescentes","LAR BATISTA DE CRIANÇAS",1369202.16
"10351","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-MODALIDADE: CENTRO PARA CRIANÇAS E ADOLESCENTES","CASA DO CRISTO REDENTOR",1538740.56
"10352","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES","CASA DO CRISTO REDENTOR",1481849.36
"10353","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","LAR ESCOLA CAIRBAR SCHUTEL",1553817.36
"10354","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE ACOLHIMENTO INSTITUCIONAL PARA CRIANÇAS E ADOLESCENTES NA FAIXA ETARIA DE 0 A 17 ANOS E 11 MESES","LAR ESCOLA CAIRBAR SCHUTEL",1468689.36
"10355","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para Crianças e Adolescentes na faixa etária de 0 a 17 anos e onze meses","LIGA DAS SENHORAS CATÓICAS DE SP",1266638.16
"10356","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Acolhimento Institucional para Crianças e Adolescentes na faixa etária de 0 a 17 anos e onze meses","LIGA DAS SENHORAS CATOLICAS  DE SP",1398638.16
"10357","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-MODALIDADE: CENTRO PARA CRIANÇAS E ADOLESCENTES","ACM",727782.72
"10358","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","CENTRO PARA JUVENTUDE","ALDEIA DO FUTURO",1024872.24
"10359","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Centro para Crianças e Adolescentes","UNAS",488535.36
"10360","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS - MODALIDADE: CLUBE DA TURMA","INSTITUTO CRIANÇA CIDADÃ",1811700.24
"10361","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-MODALIDADE: CENTRO PARA JUVENTUDE","JUNTOS",631352.88
"10362","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","Serviço de Convivência e Fortalecimento de Vínculos – Modalidade: Centro para Juventude- SCFV-CJ","FORÇA HUMANITÁRIA NOSSA LAR",736609.68
"10363","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS-MODALIDADE: CENTRO PARA JUVENTUDE","UNIÃO CIDADE LIDER PRO MELHORAMENTOS",636352.88
"10364","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","NUCLEO DE APOIO A INCLUSÃO SOCIAL PARA PESSOAS COM DEFICIENCIA II – DE 07 A 14 ANOS 
NUCLEO DE APOIO A INCLUSÃO SOCIAL PARA PESSOAS COM DEFICIENCIA III – A PARTIR DE 15 ANOS","INSTITUTO BNEFICENTE NOSSO LAR",877625.04
"10365","ASSISTÊNCIA E DESENVOLVIMENTO SOCIAL","serviço de acolhimento institucional para jovens e adultos - modalidade : residencia inclusiva","LACE",2878865.04
"10366","VERDE E MEIO AMBIENTE","Contratação de empresa especializada na prestação de serviços técnicos de manejo e conservação dos Parques Municipais que integram o Grupo Toronto: Parque Cidade de Toronto, Parque Jardim Felicidade, Parque Rodrigo de Gasperi, Parque São Domingos e Parque Vila dos Remédios.","PLENA TERCEIRIZAÇÃO DE SERVIÇOS LTDA",1067051.74
"10367","VERDE E MEIO AMBIENTE","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE MANEJO E CONSERVAÇÃO DOS PARQUES MUNICIPAIS DO GRUPO PIQUERI: PARQUE PIQUERI, PARQUE CHÁCARA DAS FLORES, PARQUE CHICO MENDES, PARQUE RAUL SEIXAS E PARQUE SANTA AMÉLIA.","PLENA TERCEIRIZAÇÃO DE SERVIÇOS LTDA",995469.06
"10368","PLANEJAMENTO, ORÇAMENTO E GESTÃO","papel higiênico","COMERCIAL LUX CLEAN LTDA",3243354.24
"10369","EDUCAÇÃO","DIRETORIA REGIONAL DE EDUCAÇÃO SÃO MATEUS
2009-0137.241-9((CL)),Assistência Social ”A Colméia”, aditamento de convênio - CEI Gleba São Francisco. I","ASSISTÊNCIA SOCIAL “A COLMÉIA",2237029.79
